device_id,temp,vibration,voltage,noise,packet_loss,latency,link_errors
0,41.970417567829934,0.0165501595640914,12.059414919420812,0.000411046406022019,0.42379917475578976,3.461502735884525,0.0
0,40.04139069953835,0.01756626498539339,12.140301839725781,-0.0015030967843568464,0.0008397085161324092,1.5891833965283855,0.0
0,41.561145302324555,0.022362761933843563,12.165148725076307,-0.0012743679171808497,0.3878243854216847,1.2885913595159235,0.0
0,41.53692323607657,0.021312528248801543,11.985434861419236,0.0010488729917096165,0.39397724129778733,3.286394582202731,0.0
0,39.56482535152511,0.016861207097877026,11.973414659457484,-0.00010249403832774011,0.1991445898398107,2.419808821586106,0.0
0,42.232515457339716,0.017748560947400297,12.061842063743,0.00028477745490177,0.4563975764325415,3.4002347335654126,0.0
0,39.041214128208935,0.020890567698530996,12.154998115154228,-0.004762852066712185,0.09460335554890159,3.691460929438606,0.0
0,41.147951381701105,0.019761507414963818,12.020472911845546,-0.0006976150738160289,0.031916965225215976,3.999091899997553,0.0
0,38.65251587537742,0.019759042079564342,12.042289772460894,0.00543612496738234,0.042452174704584844,4.018515544073341,0.0
0,39.56581243481367,0.021136200922897537,11.887816334409566,-0.00034691290479367396,0.2832781930027049,1.1709387001386986,0.0
0,39.697242903762145,0.02200722285292196,12.094090058578365,-0.007328732543219639,0.12976044138780612,2.583952473709368,0.0
0,40.22497005355408,0.020791480238630502,11.962992243846646,0.0005033075238819976,0.042468511431871026,2.9225384213777676,0.0
0,39.80039486057128,0.01985542225420434,12.061356418415436,0.002171339513001654,0.4783099480238043,1.2813032396834299,0.0
0,38.08270547397052,0.02128973815126561,12.017192216234143,-0.004117910582738747,0.11503590169900463,4.697646359987967,0.0
0,41.083899474174366,0.021138096429884488,11.87320796947417,-0.0008853159542264743,0.14069786574387477,2.230130741196004,0.0
0,38.50200370295902,0.01691139540846428,12.013837115405638,-0.001051617188277091,0.031546832002128156,4.300582666768568,0.0
0,40.14257180273099,0.021711385946209236,12.062094766397706,0.010881587685876272,0.01547834746534188,2.9690416910114092,0.0
0,39.436117247784004,0.02002580591211077,11.97728339565402,-0.0006982337056180728,0.10523652537850536,3.244864585757169,0.0
0,39.11357990193107,0.01982910672068603,11.964412242103483,-0.008705541595032952,0.00792311503150811,2.0472158550043957,0.0
0,41.354715999951516,0.016364722758183355,12.141459862351372,0.0023369903538251764,0.2607752072069784,4.611501596086023,0.0
0,41.05299093396286,0.01810704966801733,11.903462630207187,0.008052093253743951,0.4856313175121877,4.707872916732387,0.0
0,39.63909438253042,0.02067605593845389,11.958521065481468,0.0031112535880011834,0.29334955363059734,4.715667992152657,0.0
0,40.367553572534256,0.02206970541759126,12.00232942530839,-0.0018880942768678347,0.12433836742001486,2.2672947628797355,0.0
0,39.57315708032331,0.02205144865093077,11.99355433229765,0.0010346558574641708,0.2605273660347196,1.1973517303171968,0.0
0,40.53925082172651,0.018370549004626518,12.148182545857843,-0.010546797395868841,0.19623806584368525,4.236307394787675,0.0
0,40.98768274410388,0.02396984748484924,12.199882314853749,0.005822586401954779,0.33972266360770015,1.318171754866464,0.0
0,41.27290432801509,0.0190544379226668,11.985172819989447,0.005244848913364848,0.0909386934218846,2.0271216043173697,0.0
