device_id,temp,vibration,voltage,temp_trend,vib_trend,voltage_std,packet_loss,latency,link_errors,network_score,score,anomaly,health_score,temp_rate,rul,failure_risk,failure_label,timestamp
0,40.30415367706676,0.0199405864182193,12.05258093418704,-0.2273174664067809,0.000545706328883,0.0892715086381374,0.1297604413878061,2.583952473709368,0.0,1.5514971196302962,0.16381335544183406,1,71.9063946362436,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,40.32251161246833,0.0202631079435431,12.034849974599126,0.0183579354015748,0.0003225215253237,0.0875036044845203,0.042468511431871,2.922538421377768,0.0,1.546206233552626,0.1947092490853371,1,71.79830366564498,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,40.146436568293005,0.0200123739755791,12.02447074393304,-0.1760750441753273,-0.0002507339679639,0.0756890349285405,0.4783099480238043,1.28130323968343,0.0,1.5972715158893236,0.15893511717466435,1,71.98504240138712,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.8010147920824,0.0200100949658256,12.027646479414532,-0.3454217762106069,-2.27900975359116e-06,0.0745265008489318,0.1150359016990046,4.697646359987967,0.0,2.5788949833919927,0.14877093918771872,1,70.17250112156351,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.95292220434733,0.0204377838990263,12.0176258104162,0.1519074122649328,0.0004276889332007,0.0881247972064344,0.1406978657438747,2.230130741196004,0.0,1.3964611020857514,0.1897192928087741,1,72.16954738241469,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.57987102890926,0.0203540673451327,12.012825315582464,-0.3730511754380714,-8.371655389360216e-05,0.0867452519284758,0.0315468320021281,4.300582666768568,0.0,2.21338499738854,0.13147725016795425,1,70.73220213632139,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.69000679636146,0.0204361491699005,12.003534980706812,0.1101357674521992,8.208182476783163e-05,0.0738421132580689,0.0154783474653418,2.969041691011409,0.0,1.515477540436388,0.1866668998831369,1,72.18016140004175,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.51882338296976,0.0204625790196152,11.999216029087655,-0.1711834133917023,2.6429849714688924e-05,0.0740042326037241,0.1052365253785053,3.244864585757169,0.0,1.832905343635595,0.19475780458748826,1,71.60158602565758,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.56492978562511,0.0204695854837274,11.991428276051916,0.0461064026553543,7.006464112169208e-06,0.0730594151177995,0.0079231150315081,2.047215855004396,0.0,1.0394541575652143,0.16890735832076686,1,73.17669142595057,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
0,39.7438201421389,0.019992437667256,12.016792628846098,0.17889035651379,-0.0004771478164714,0.0770134488588056,0.2607752072069784,4.611501596086023,0.0,2.8273012124569683,0.15331792946742073,1,69.68075996274005,0.0,0.0,0.0,Stable,2026-03-29 16:54:50.849981
