device_id,temp,vibration,voltage,temp_trend,vib_trend,voltage_std,packet_loss,latency,link_errors,network_score
0,40.30415367706676,0.019940586418219393,12.05258093418704,-0.22731746640678097,0.0005457063288830527,0.0892715086381374,0.1297604413878061,2.583952473709368,0.0,1.5514971196302962
0,40.32251161246833,0.020263107943543107,12.034849974599126,0.01835793540157482,0.0003225215253237143,0.08750360448452037,0.042468511431871,2.922538421377768,0.0,1.546206233552626
0,40.146436568293005,0.02001237397557919,12.02447074393304,-0.17607504417532738,-0.00025073396796391687,0.07568903492854051,0.4783099480238043,1.28130323968343,0.0,1.5972715158893236
0,39.8010147920824,0.0200100949658256,12.027646479414532,-0.3454217762106069,-2.27900975359116e-06,0.07452650084893181,0.1150359016990046,4.697646359987967,0.0,2.5788949833919927
0,39.95292220434733,0.02043778389902634,12.0176258104162,0.15190741226493287,0.00042768893320074136,0.08812479720643449,0.1406978657438747,2.230130741196004,0.0,1.3964611020857514
0,39.57987102890926,0.02035406734513274,12.012825315582464,-0.3730511754380714,-8.371655389360216e-05,0.08674525192847586,0.0315468320021281,4.300582666768568,0.0,2.21338499738854
0,39.69000679636146,0.02043614916990057,12.003534980706812,0.11013576745219922,8.208182476783163e-05,0.07384211325806896,0.0154783474653418,2.969041691011409,0.0,1.515477540436388
0,39.51882338296976,0.02046257901961526,11.999216029087657,-0.1711834133917023,2.6429849714688924e-05,0.07400423260372416,0.1052365253785053,3.244864585757169,0.0,1.832905343635595
0,39.56492978562511,0.020469585483727428,11.991428276051916,0.04610640265535437,7.006464112169208e-06,0.07305941511779951,0.0079231150315081,2.047215855004396,0.0,1.0394541575652143
0,39.7438201421389,0.01999243766725601,12.016792628846098,0.17889035651379004,-0.00047714781647141893,0.07701344885880566,0.2607752072069784,4.611501596086023,0.0,2.8273012124569683
0,39.87939494515897,0.019602420348765547,11.99772988600898,0.13557480302007008,-0.0003900173184904626,0.07931271164033799,0.4856313175121877,4.707872916732387,0.0,3.3251990933905686
0,39.82080737805661,0.019590877918747883,11.997282768172463,-0.058587567102364346,-1.154243001766364e-05,0.07954257052411452,0.2933495536305973,4.715667992152657,0.0,2.944533103337523
0,39.877523249252896,0.01981230623508657,11.991380068861758,0.05671587119628896,0.0002214283163386871,0.07638702786287788,0.1243383674200148,2.2672947628797355,0.0,1.3823241162798974
0,40.026568409888185,0.01988847728505308,11.989016280468109,0.14904516063528916,7.617104996650997e-05,0.07586346488947705,0.2605273660347196,1.1973517303171968,0.0,1.1197305972280376
0,39.97210354464339,0.01961172254252729,12.016513738106475,-0.0544648652447961,-0.00027675474252579144,0.07899270087408192,0.1962380658436852,4.236307394787675,0.0,2.510629829081208
0,40.220671448757884,0.02031756775016579,12.035118258051288,0.2485679041144948,0.0007058452076385002,0.09793093378493686,0.3397226636077001,1.318171754866464,0.0,1.3385312046486322
0,40.333704701286294,0.02005187294781155,12.027426063410461,0.11303325252841034,-0.00026569480235423895,0.0985953156001331,0.0909386934218846,2.0271216043173697,0.0,1.195438189002454
0,40.250581537564074,0.01980920319378002,12.033799834669892,-0.08312316372222028,-0.0002426697540315291,0.09704158034250841,0.3770415854434874,4.79705977663828,0.0,3.152613059206115
0,40.2104090096053,0.02007297558646223,12.047410636093502,-0.040172527958773685,0.0002637723926822086,0.09576478844313982,0.1849605357713555,2.503244419015538,0.0,1.62154328105048
0,40.45739401209566,0.02079985197546033,12.027290037358568,0.24698500249036215,0.0007268763889981024,0.09494266217238995,0.4655499498111386,3.707960016272508,0.0,2.785079907758531
0,40.42650879807311,0.02105197215187323,12.025742571298832,-0.030885214022553953,0.0002521201764128997,0.0972824494326842,0.2084512532965529,1.7713282008147448,0.0,1.3025666070004782
0,40.35444717477337,0.02138666255674822,12.027502743992754,-0.07206162329973864,0.00033469040487498977,0.09608288334155511,0.4618028192815869,3.506316778476498,0.0,2.676764027801423
0,40.227872006719096,0.021665790461164507,12.025311801221543,-0.1265751680542735,0.00027912790441628546,0.0969664151328381,0.1863792791847629,1.2890457517362992,0.0,1.0172814342376755
0,40.450523778689096,0.021082718128645962,12.030332180510248,0.22265177196999986,-0.0005830723325185444,0.09643769371793136,0.2335003317453958,3.038171339208205,0.0,1.9860863330948941
0,40.36309224870216,0.021391053236922274,12.018899308042569,-0.0874315299869366,0.0003083351082763114,0.08725355550764574,0.1264776311102918,1.400379285247428,0.0,0.9531449048442976
0,40.34121652761231,0.020878432564666434,12.00571439253606,-0.02187572108984881,-0.0005126206722558396,0.06363045497452793,0.2572576953790295,2.903337392616121,0.0,1.9661840870661194
